millis,distance_cm
176000,19.17
176100,19.17
176200,19.17
176300,19.17
176400,19.17
176500,19.17
176600,19.17
176700,19.17
176800,19.17
176900,19.17
177000,19.17
177100,19.17
177200,19.17
177300,19.17
177400,19.17
177500,19.17
177600,19.17
177700,19.17
177800,19.17
177900,19.17
178000,19.17
178100,19.17
178200,19.17
178300,19.17
178400,19.17
178500,19.17
178600,19.17
178700,19.17
178800,19.19
178900,19.17
179000,19.17
179100,19.17
179200,19.17
179300,19.17
179400,19.17
179500,19.17
179600,19.17
179700,19.16
179800,19.17
179900,19.17
180000,19.17
180100,19.17
180200,19.17
180300,19.17
180400,19.17
180500,19.17
180600,19.17
180700,19.17
180800,19.17
180900,19.17
181000,19.16
181100,19.17
181200,19.17
181300,19.17
181400,19.17
181500,19.17
181600,19.17
181700,19.17
181800,19.17
181900,19.17
182000,19.17
182100,19.17
182200,19.17
182300,19.17
182400,19.17
182500,19.17
182600,19.17
182700,19.19
182800,19.17
182900,19.17
183000,19.16
183100,19.17
183200,19.17
183300,19.17
183400,19.17
183500,19.19
183600,19.17
183700,19.17
183800,19.16
183900,19.17
184000,19.17
184100,19.17
184200,19.17
184300,19.17
184400,19.17
184500,19.16
184600,19.17
184700,19.16
184800,19.17
184900,19.17
185000,19.17
185100,19.17
185200,19.17
185300,19.17
185400,19.19
185500,19.16
185600,19.17
185700,19.17
185800,19.17
185900,19.17
186000,19.17
186100,19.17
186200,19.17
186300,19.17
186400,19.17
186500,19.17
186600,19.17
186700,19.17
186800,19.17
186900,19.17
187000,19.17
187100,19.17
187200,19.17
187300,19.17
187400,19.17
187500,19.17
187600,19.17
187700,19.17
187800,19.17
187900,19.17
188000,19.17
188100,19.17
188200,19.17
188300,19.17
188400,19.17
188500,19.17
188600,19.17
188700,19.17
188800,19.17
188900,19.17
189000,19.17
189100,19.17
189200,19.17
189300,19.16
189400,19.17
189500,19.17
189600,19.17
189700,19.16
189800,19.16
189900,19.16
190000,19.17
190100,19.16
190200,19.17
190300,19.17
190400,19.17
190500,19.17
190600,19.17
190700,19.19
190800,19.17
190900,19.17
191000,19.17
191100,19.17
191200,19.17
191300,19.17
191400,19.17
191500,19.17
191600,19.17
191700,19.17
191800,19.17
191900,19.17
192000,19.17
192100,19.17
192200,19.16
192300,19.17
192400,19.17
192500,19.17
192600,19.17
192700,19.17
192800,19.17
192900,19.17
193000,19.17
193100,19.16
193200,19.16
193300,19.17
193400,19.17
193500,19.17
193600,19.16
193700,19.17
193800,19.17
193900,19.17
194000,19.17
194100,19.17
194200,19.17
194300,19.17
194400,19.17
194500,19.17
194600,19.17
194700,19.19
194800,19.17
194900,19.17
195000,19.17
195100,19.17
195200,19.17
195300,19.17
195400,19.17
195500,19.17
195600,19.17
195700,19.17
195800,19.17
195900,19.17
196000,19.17
196100,19.17
196200,19.17
196300,19.17
196400,19.17
196500,19.17
196600,19.17
196700,19.17
196800,19.17
196900,19.17
197000,19.17
197100,19.17
197200,19.17
197300,19.17
197400,19.17
197500,19.17
197600,19.19
197700,19.19
197800,19.17
197900,19.17
198000,19.17
198100,19.17
198200,19.16
198300,19.16
198400,19.17
198500,19.17
198600,19.17
198700,19.17
198800,19.17
198900,19.17
199000,19.17
199100,19.17
199200,19.17
199300,19.17
